cell_x	cell_y	cell	mod_id	live_folder	map_folder	source_layout	source_file	owner_count	entry_count	status
37	7	37_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_7.lotheader	1	1	CLEAR
37	8	37_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_8.lotheader	1	1	CLEAR
37	9	37_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_9.lotheader	1	1	CLEAR
37	10	37_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_10.lotheader	1	1	CLEAR
37	11	37_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_11.lotheader	1	1	CLEAR
37	12	37_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_12.lotheader	1	1	CLEAR
37	13	37_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_13.lotheader	1	1	CLEAR
37	14	37_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_14.lotheader	1	1	CLEAR
37	15	37_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_15.lotheader	1	1	CLEAR
37	16	37_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_16.lotheader	1	1	CLEAR
37	17	37_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_17.lotheader	1	1	CLEAR
37	18	37_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_18.lotheader	1	1	CLEAR
37	19	37_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_19.lotheader	1	1	CLEAR
37	20	37_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_20.lotheader	1	1	CLEAR
37	21	37_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_21.lotheader	1	1	CLEAR
37	22	37_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_22.lotheader	1	1	CLEAR
37	23	37_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_23.lotheader	1	1	CLEAR
37	24	37_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/37_24.lotheader	1	1	CLEAR
37	37	37_37	Willowbrook Bastion!	Willowbrook Bastion!	Willowbrook Bastion!	common	common/media/maps/Willowbrook Bastion!/37_37.lotheader	1	1	CLEAR
37	38	37_38	Willowbrook Bastion!	Willowbrook Bastion!	Willowbrook Bastion!	common	common/media/maps/Willowbrook Bastion!/37_38.lotheader	1	1	CLEAR
37	39	37_39	Willowbrook Bastion!	Willowbrook Bastion!	Willowbrook Bastion!	common	common/media/maps/Willowbrook Bastion!/37_39.lotheader	1	1	CLEAR
38	0	38_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_0.lotheader	1	1	CLEAR
38	1	38_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_1.lotheader	1	1	CLEAR
38	2	38_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_2.lotheader	1	1	CLEAR
38	3	38_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_3.lotheader	1	1	CLEAR
38	4	38_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_4.lotheader	1	1	CLEAR
38	5	38_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_5.lotheader	1	1	CLEAR
38	6	38_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_6.lotheader	1	1	CLEAR
38	7	38_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_7.lotheader	1	1	CLEAR
38	8	38_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_8.lotheader	1	1	CLEAR
38	9	38_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_9.lotheader	1	1	CLEAR
38	10	38_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_10.lotheader	1	1	CLEAR
38	11	38_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_11.lotheader	1	1	CLEAR
38	12	38_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_12.lotheader	1	1	CLEAR
38	13	38_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_13.lotheader	1	1	CLEAR
38	14	38_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_14.lotheader	1	1	CLEAR
38	15	38_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_15.lotheader	1	1	CLEAR
38	16	38_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_16.lotheader	1	1	CLEAR
38	17	38_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_17.lotheader	1	1	CLEAR
38	18	38_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_18.lotheader	1	1	CLEAR
38	19	38_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_19.lotheader	1	1	CLEAR
38	20	38_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_20.lotheader	1	1	CLEAR
38	21	38_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_21.lotheader	1	1	CLEAR
38	22	38_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_22.lotheader	1	1	CLEAR
38	23	38_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_23.lotheader	1	1	CLEAR
38	24	38_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/38_24.lotheader	1	1	CLEAR
38	38	38_38	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/38_38.lotheader	1	1	CLEAR
38	39	38_39	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/38_39.lotheader	1	1	CLEAR
38	40	38_40	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/38_40.lotheader	1	1	CLEAR
38	41	38_41	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/38_41.lotheader	1	1	CLEAR
38	55	38_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/38_55.lotheader	1	1	CLEAR
38	56	38_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/38_56.lotheader	1	1	CLEAR
38	57	38_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/38_57.lotheader	1	1	CLEAR
38	58	38_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/38_58.lotheader	1	1	CLEAR
38	59	38_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/38_59.lotheader	1	1	CLEAR
39	0	39_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_0.lotheader	1	1	CLEAR
39	1	39_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_1.lotheader	1	1	CLEAR
39	2	39_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_2.lotheader	1	1	CLEAR
39	3	39_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_3.lotheader	1	1	CLEAR
39	4	39_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_4.lotheader	1	1	CLEAR
39	5	39_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_5.lotheader	1	1	CLEAR
39	6	39_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_6.lotheader	1	1	CLEAR
39	7	39_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_7.lotheader	1	1	CLEAR
39	8	39_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_8.lotheader	1	1	CLEAR
39	9	39_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_9.lotheader	1	1	CLEAR
39	10	39_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_10.lotheader	1	1	CLEAR
39	11	39_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_11.lotheader	1	1	CLEAR
39	12	39_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_12.lotheader	1	1	CLEAR
39	13	39_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_13.lotheader	1	1	CLEAR
39	14	39_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_14.lotheader	1	1	CLEAR
39	15	39_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_15.lotheader	1	1	CLEAR
39	16	39_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_16.lotheader	1	1	CLEAR
39	17	39_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_17.lotheader	1	1	CLEAR
39	18	39_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_18.lotheader	1	1	CLEAR
39	19	39_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_19.lotheader	1	1	CLEAR
39	20	39_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_20.lotheader	1	1	CLEAR
39	21	39_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_21.lotheader	1	1	CLEAR
39	22	39_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_22.lotheader	1	1	CLEAR
39	23	39_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_23.lotheader	1	1	CLEAR
39	24	39_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/39_24.lotheader	1	1	CLEAR
39	38	39_38	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/39_38.lotheader	1	1	CLEAR
39	39	39_39	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/39_39.lotheader	1	1	CLEAR
39	40	39_40	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/39_40.lotheader	1	1	CLEAR
39	41	39_41	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/39_41.lotheader	1	1	CLEAR
39	55	39_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/39_55.lotheader	1	1	CLEAR
39	56	39_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/39_56.lotheader	1	1	CLEAR
39	57	39_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/39_57.lotheader	1	1	CLEAR
39	58	39_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/39_58.lotheader	1	1	CLEAR
39	59	39_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/39_59.lotheader	1	1	CLEAR
40	0	40_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_0.lotheader	1	1	CLEAR
40	1	40_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_1.lotheader	1	1	CLEAR
40	2	40_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_2.lotheader	1	1	CLEAR
40	3	40_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_3.lotheader	1	1	CLEAR
40	4	40_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_4.lotheader	1	1	CLEAR
40	5	40_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_5.lotheader	1	1	CLEAR
40	6	40_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_6.lotheader	1	1	CLEAR
40	7	40_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_7.lotheader	1	1	CLEAR
40	8	40_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_8.lotheader	1	1	CLEAR
40	9	40_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_9.lotheader	1	1	CLEAR
40	10	40_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_10.lotheader	1	1	CLEAR
40	11	40_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_11.lotheader	1	1	CLEAR
40	12	40_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_12.lotheader	1	1	CLEAR
40	13	40_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_13.lotheader	1	1	CLEAR
40	14	40_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_14.lotheader	1	1	CLEAR
40	15	40_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_15.lotheader	1	1	CLEAR
40	16	40_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_16.lotheader	1	1	CLEAR
40	17	40_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_17.lotheader	1	1	CLEAR
40	18	40_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_18.lotheader	1	1	CLEAR
40	19	40_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_19.lotheader	1	1	CLEAR
40	20	40_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_20.lotheader	1	1	CLEAR
40	21	40_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_21.lotheader	1	1	CLEAR
40	22	40_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_22.lotheader	1	1	CLEAR
40	23	40_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_23.lotheader	1	1	CLEAR
40	24	40_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/40_24.lotheader	1	1	CLEAR
40	38	40_38	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/40_38.lotheader	1	1	CLEAR
40	39	40_39	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/40_39.lotheader	1	1	CLEAR
40	40	40_40	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/40_40.lotheader	1	1	CLEAR
40	41	40_41	RaccoonCityB42	RaccoonCityB42	RaccoonCity	common	common/media/maps/RaccoonCity/40_41.lotheader	1	1	CLEAR
40	55	40_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/40_55.lotheader	1	1	CLEAR
40	56	40_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/40_56.lotheader	1	1	CLEAR
40	57	40_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/40_57.lotheader	1	1	CLEAR
40	58	40_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/40_58.lotheader	1	1	CLEAR
40	59	40_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/40_59.lotheader	1	1	CLEAR
41	0	41_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_0.lotheader	1	1	CLEAR
41	1	41_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_1.lotheader	1	1	CLEAR
41	2	41_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_2.lotheader	1	1	CLEAR
41	3	41_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_3.lotheader	1	1	CLEAR
41	4	41_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_4.lotheader	1	1	CLEAR
41	5	41_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_5.lotheader	1	1	CLEAR
41	6	41_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_6.lotheader	1	1	CLEAR
41	7	41_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_7.lotheader	1	1	CLEAR
41	8	41_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_8.lotheader	1	1	CLEAR
41	9	41_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_9.lotheader	1	1	CLEAR
41	10	41_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_10.lotheader	1	1	CLEAR
41	11	41_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_11.lotheader	1	1	CLEAR
41	12	41_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_12.lotheader	1	1	CLEAR
41	13	41_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_13.lotheader	1	1	CLEAR
41	14	41_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_14.lotheader	1	1	CLEAR
41	15	41_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_15.lotheader	1	1	CLEAR
41	16	41_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_16.lotheader	1	1	CLEAR
41	17	41_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_17.lotheader	1	1	CLEAR
41	18	41_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_18.lotheader	1	1	CLEAR
41	19	41_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_19.lotheader	1	1	CLEAR
41	20	41_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_20.lotheader	1	1	CLEAR
41	21	41_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_21.lotheader	1	1	CLEAR
41	22	41_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_22.lotheader	1	1	CLEAR
41	23	41_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_23.lotheader	1	1	CLEAR
41	24	41_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/41_24.lotheader	1	1	CLEAR
41	51	41_51	fairhavenmap	Fairhaven	greenwood	common	common/media/maps/greenwood/41_51.lotheader	1	1	CLEAR
41	52	41_52	fairhavenmap	Fairhaven	greenwood	common	common/media/maps/greenwood/41_52.lotheader	1	1	CLEAR
41	55	41_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/41_55.lotheader	1	1	CLEAR
41	56	41_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/41_56.lotheader	1	1	CLEAR
41	57	41_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/41_57.lotheader	1	1	CLEAR
41	58	41_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/41_58.lotheader	1	1	CLEAR
41	59	41_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/41_59.lotheader	1	1	CLEAR
42	0	42_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_0.lotheader	1	1	CLEAR
42	1	42_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_1.lotheader	1	1	CLEAR
42	2	42_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_2.lotheader	1	1	CLEAR
42	3	42_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_3.lotheader	1	1	CLEAR
42	4	42_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_4.lotheader	1	1	CLEAR
42	5	42_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_5.lotheader	1	1	CLEAR
42	6	42_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_6.lotheader	1	1	CLEAR
42	7	42_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_7.lotheader	1	1	CLEAR
42	8	42_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_8.lotheader	1	1	CLEAR
42	9	42_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_9.lotheader	1	1	CLEAR
42	10	42_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_10.lotheader	1	1	CLEAR
42	11	42_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_11.lotheader	1	1	CLEAR
42	12	42_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_12.lotheader	1	1	CLEAR
42	13	42_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_13.lotheader	1	1	CLEAR
42	14	42_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_14.lotheader	1	1	CLEAR
42	15	42_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_15.lotheader	1	1	CLEAR
42	16	42_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_16.lotheader	1	1	CLEAR
42	17	42_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_17.lotheader	1	1	CLEAR
42	18	42_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_18.lotheader	1	1	CLEAR
42	19	42_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_19.lotheader	1	1	CLEAR
42	20	42_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_20.lotheader	1	1	CLEAR
42	21	42_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_21.lotheader	1	1	CLEAR
42	22	42_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_22.lotheader	1	1	CLEAR
42	23	42_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_23.lotheader	1	1	CLEAR
42	24	42_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/42_24.lotheader	1	1	CLEAR
42	51	42_51	fairhavenmap	Fairhaven	greenwood	common	common/media/maps/greenwood/42_51.lotheader	1	1	CLEAR
42	52	42_52	fairhavenmap	Fairhaven	greenwood	common	common/media/maps/greenwood/42_52.lotheader	1	1	CLEAR
42	55	42_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/42_55.lotheader	1	1	CLEAR
42	56	42_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/42_56.lotheader	1	1	CLEAR
42	57	42_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/42_57.lotheader	1	1	CLEAR
42	58	42_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/42_58.lotheader	1	1	CLEAR
42	59	42_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/42_59.lotheader	1	1	CLEAR
43	0	43_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_0.lotheader	1	1	CLEAR
43	1	43_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_1.lotheader	1	1	CLEAR
43	2	43_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_2.lotheader	1	1	CLEAR
43	3	43_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_3.lotheader	1	1	CLEAR
43	4	43_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_4.lotheader	1	1	CLEAR
43	5	43_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_5.lotheader	1	1	CLEAR
43	6	43_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_6.lotheader	1	1	CLEAR
43	7	43_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_7.lotheader	1	1	CLEAR
43	8	43_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_8.lotheader	1	1	CLEAR
43	9	43_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_9.lotheader	1	1	CLEAR
43	10	43_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_10.lotheader	1	1	CLEAR
43	11	43_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_11.lotheader	1	1	CLEAR
43	12	43_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_12.lotheader	1	1	CLEAR
43	13	43_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_13.lotheader	1	1	CLEAR
43	14	43_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_14.lotheader	1	1	CLEAR
43	15	43_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_15.lotheader	1	1	CLEAR
43	16	43_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_16.lotheader	1	1	CLEAR
43	17	43_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_17.lotheader	1	1	CLEAR
43	18	43_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_18.lotheader	1	1	CLEAR
43	19	43_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_19.lotheader	1	1	CLEAR
43	20	43_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_20.lotheader	1	1	CLEAR
43	21	43_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_21.lotheader	1	1	CLEAR
43	22	43_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_22.lotheader	1	1	CLEAR
43	23	43_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_23.lotheader	1	1	CLEAR
43	24	43_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/43_24.lotheader	1	1	CLEAR
43	55	43_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/43_55.lotheader	1	1	CLEAR
43	56	43_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/43_56.lotheader	1	1	CLEAR
43	57	43_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/43_57.lotheader	1	1	CLEAR
43	58	43_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/43_58.lotheader	1	1	CLEAR
43	59	43_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/43_59.lotheader	1	1	CLEAR
44	0	44_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_0.lotheader	1	1	CLEAR
44	1	44_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_1.lotheader	1	1	CLEAR
44	2	44_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_2.lotheader	1	1	CLEAR
44	3	44_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_3.lotheader	1	1	CLEAR
44	4	44_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_4.lotheader	1	1	CLEAR
44	5	44_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_5.lotheader	1	1	CLEAR
44	6	44_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_6.lotheader	1	1	CLEAR
44	7	44_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_7.lotheader	1	1	CLEAR
44	8	44_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_8.lotheader	1	1	CLEAR
44	9	44_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_9.lotheader	1	1	CLEAR
44	10	44_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_10.lotheader	1	1	CLEAR
44	11	44_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_11.lotheader	1	1	CLEAR
44	12	44_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_12.lotheader	1	1	CLEAR
44	13	44_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_13.lotheader	1	1	CLEAR
44	14	44_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_14.lotheader	1	1	CLEAR
44	15	44_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_15.lotheader	1	1	CLEAR
44	16	44_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_16.lotheader	1	1	CLEAR
44	17	44_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_17.lotheader	1	1	CLEAR
44	18	44_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_18.lotheader	1	1	CLEAR
